State,District,Year,Month,rainfall,deviation,groundwater,reservoir
Madhya Pradesh,Bhopal,2018,7,392.11,10.14,13.13,
Madhya Pradesh,Bhopal,2018,8,222.49,34.81,3.01,
Madhya Pradesh,Bhopal,2018,9,155.03,21.78,3.01,
Madhya Pradesh,Bhopal,2018,10,0.0,100.0,5.57,
Madhya Pradesh,Bhopal,2018,11,0.0,100.0,7.04,
Madhya Pradesh,Bhopal,2018,12,0.0,100.0,7.58,
Madhya Pradesh,Bhopal,2019,1,0.0,100.0,8.91,
Madhya Pradesh,Bhopal,2019,2,3.9,49.35,8.91,
Madhya Pradesh,Bhopal,2019,3,0.89,87.81,8.91,
Madhya Pradesh,Bhopal,2019,4,1.61,26.82,8.91,
Madhya Pradesh,Bhopal,2019,5,28.26,174.37,12.26,
Madhya Pradesh,Bhopal,2019,6,48.55,58.0,9.76,
Madhya Pradesh,Bhopal,2019,7,355.42,0.16,3.44,
Madhya Pradesh,Bhopal,2019,8,619.66,81.56,3.05,
Madhya Pradesh,Bhopal,2019,9,655.49,230.72,3.05,
Madhya Pradesh,Bhopal,2019,10,69.79,127.33,1.66,
Madhya Pradesh,Bhopal,2019,11,604.59,5550.37,3.58,
Madhya Pradesh,Bhopal,2019,12,42.24,318.22,3.58,
Madhya Pradesh,Bhopal,2020,1,40.03,141.14,6.37,
Madhya Pradesh,Bhopal,2020,2,0.5,93.51,6.37,
Madhya Pradesh,Bhopal,2020,3,45.72,526.3,6.37,
Madhya Pradesh,Bhopal,2020,4,7.5,240.91,6.37,
Madhya Pradesh,Bhopal,2020,5,50.6,391.26,6.37,
Madhya Pradesh,Bhopal,2020,6,208.25,80.15,6.37,
Madhya Pradesh,Bhopal,2020,7,132.96,62.65,6.37,
Madhya Pradesh,Bhopal,2020,8,594.97,74.32,2.42,
Madhya Pradesh,Bhopal,2020,9,87.82,55.69,2.42,
Madhya Pradesh,Bhopal,2020,10,4.56,85.15,2.42,
Madhya Pradesh,Bhopal,2020,11,3.93,63.27,4.3,
Madhya Pradesh,Bhopal,2020,12,11.26,11.49,4.3,
Madhya Pradesh,Bhopal,2021,1,18.84,13.49,7.17,
Madhya Pradesh,Bhopal,2021,2,1.33,82.73,7.17,
Madhya Pradesh,Bhopal,2021,3,138.23,1793.56,7.17,
Madhya Pradesh,Bhopal,2021,4,0.83,62.27,7.17,
Madhya Pradesh,Bhopal,2021,5,420.13,3978.93,7.17,
Madhya Pradesh,Bhopal,2021,6,8.55,92.6,7.17,
Madhya Pradesh,Chhatarpur,2014,1,68.67,178.02,4.41,
Madhya Pradesh,Chhatarpur,2014,2,73.03,466.12,4.41,
Madhya Pradesh,Chhatarpur,2014,3,18.45,146.0,4.41,
Madhya Pradesh,Chhatarpur,2014,4,5.43,87.24,4.41,
Madhya Pradesh,Chhatarpur,2014,5,0.25,94.05,6.74,
Madhya Pradesh,Chhatarpur,2014,6,42.52,53.02,6.74,
Madhya Pradesh,Chhatarpur,2014,7,219.76,34.91,6.74,
Madhya Pradesh,Chhatarpur,2014,8,170.58,53.52,5.34,
Madhya Pradesh,Chhatarpur,2014,9,116.04,38.83,5.34,
Madhya Pradesh,Chhatarpur,2014,10,28.39,24.29,5.34,
Madhya Pradesh,Chhatarpur,2014,11,0.0,100.0,7.29,
Madhya Pradesh,Chhatarpur,2014,12,34.71,339.37,7.29,
Madhya Pradesh,Chhatarpur,2015,1,45.48,84.13,7.49,
Madhya Pradesh,Chhatarpur,2015,2,11.97,7.21,7.49,
Madhya Pradesh,Chhatarpur,2015,3,68.43,812.4,7.49,
Madhya Pradesh,Chhatarpur,2015,4,27.89,861.72,7.49,
Madhya Pradesh,Chhatarpur,2015,5,5.23,24.52,9.24,
Madhya Pradesh,Chhatarpur,2015,6,119.93,32.52,9.24,
Madhya Pradesh,Chhatarpur,2015,7,232.87,31.02,9.24,
Madhya Pradesh,Chhatarpur,2015,8,212.78,42.02,5.94,
Madhya Pradesh,Chhatarpur,2015,9,33.48,82.35,5.94,
Madhya Pradesh,Chhatarpur,2015,10,22.3,40.53,5.94,
Madhya Pradesh,Chhatarpur,2015,11,0.37,97.09,7.04,
Madhya Pradesh,Chhatarpur,2015,12,0.73,90.76,7.04,
Madhya Pradesh,Chhatarpur,2016,1,14.13,42.79,9.67,
Madhya Pradesh,Chhatarpur,2016,2,1.92,85.12,9.67,
Madhya Pradesh,Chhatarpur,2016,3,12.58,67.73,9.67,
Madhya Pradesh,Chhatarpur,2016,4,0.0,100.0,9.67,
Madhya Pradesh,Chhatarpur,2016,5,14.21,238.33,11.2,
Madhya Pradesh,Chhatarpur,2016,6,78.99,12.72,11.2,
Madhya Pradesh,Chhatarpur,2016,7,666.2,97.33,11.2,
Madhya Pradesh,Chhatarpur,2016,8,593.02,61.59,2.85,
Madhya Pradesh,Chhatarpur,2016,9,92.0,51.5,2.85,
Madhya Pradesh,Chhatarpur,2016,10,17.95,52.13,2.85,
Madhya Pradesh,Chhatarpur,2016,11,0.0,100.0,5.2,
Madhya Pradesh,Chhatarpur,2016,12,0.0,100.0,5.2,
Madhya Pradesh,Chhatarpur,2017,1,0.73,97.04,6.91,
Madhya Pradesh,Chhatarpur,2017,2,0.96,92.56,6.91,
Madhya Pradesh,Chhatarpur,2017,3,0.59,92.13,6.91,
Madhya Pradesh,Chhatarpur,2017,4,0.0,100.0,6.91,
Madhya Pradesh,Chhatarpur,2017,5,1.53,63.57,9.92,
Madhya Pradesh,Chhatarpur,2017,6,90.06,0.49,9.92,
Madhya Pradesh,Chhatarpur,2017,7,323.21,4.26,9.92,
Madhya Pradesh,Chhatarpur,2017,8,117.38,68.02,5.87,
Madhya Pradesh,Chhatarpur,2017,9,110.98,41.5,5.87,
Madhya Pradesh,Chhatarpur,2017,10,9.97,73.41,5.87,
Madhya Pradesh,Chhatarpur,2017,11,0.72,94.33,7.96,
Madhya Pradesh,Chhatarpur,2017,12,0.0,100.0,7.96,
Madhya Pradesh,Chhatarpur,2018,1,0.05,99.8,9.48,
Madhya Pradesh,Chhatarpur,2018,2,13.87,7.52,9.48,
Madhya Pradesh,Chhatarpur,2018,3,1.35,82.0,9.48,
Madhya Pradesh,Chhatarpur,2018,4,11.95,312.07,9.48,
Madhya Pradesh,Chhatarpur,2018,5,24.64,486.67,10.92,
Madhya Pradesh,Chhatarpur,2018,6,150.34,66.12,10.92,
Madhya Pradesh,Chhatarpur,2018,7,658.52,95.06,10.92,
Madhya Pradesh,Chhatarpur,2018,8,433.54,18.13,6.12,
Madhya Pradesh,Chhatarpur,2018,9,360.28,89.92,6.12,
Madhya Pradesh,Chhatarpur,2018,10,15.14,59.63,5.69,
Madhya Pradesh,Chhatarpur,2018,11,0.0,100.0,6.84,
Madhya Pradesh,Chhatarpur,2018,12,0.68,91.39,2.48,
Madhya Pradesh,Chhatarpur,2019,1,1.64,93.36,7.67,
Madhya Pradesh,Chhatarpur,2019,2,11.92,7.6,7.67,
Madhya Pradesh,Chhatarpur,2019,3,41.38,451.73,7.67,
Madhya Pradesh,Chhatarpur,2019,4,123.53,4159.66,7.67,
Madhya Pradesh,Chhatarpur,2019,5,136.04,3139.05,9.88,
Madhya Pradesh,Chhatarpur,2019,6,56.42,37.66,9.35,
Madhya Pradesh,Chhatarpur,2019,7,289.88,14.14,2.29,
Madhya Pradesh,Chhatarpur,2019,8,423.11,15.29,4.49,
Madhya Pradesh,Chhatarpur,2019,9,410.95,116.63,4.49,
Madhya Pradesh,Chhatarpur,2019,10,58.0,54.67,1.82,
Madhya Pradesh,Chhatarpur,2019,11,38.67,204.49,4.16,
Madhya Pradesh,Chhatarpur,2019,12,71.47,804.68,4.16,
Madhya Pradesh,Chhatarpur,2020,1,28.07,13.64,5.74,
Madhya Pradesh,Chhatarpur,2020,2,1.08,91.63,5.74,
Madhya Pradesh,Chhatarpur,2020,3,68.89,818.53,5.74,
Madhya Pradesh,Chhatarpur,2020,4,52.4,1706.9,5.74,
Madhya Pradesh,Chhatarpur,2020,5,192.91,4493.1,5.74,
Madhya Pradesh,Chhatarpur,2020,6,185.32,104.77,5.74,
Madhya Pradesh,Chhatarpur,2020,7,200.82,40.52,5.74,
Madhya Pradesh,Chhatarpur,2020,8,374.09,1.93,4.54,
Madhya Pradesh,Chhatarpur,2020,9,98.07,48.3,4.54,
Madhya Pradesh,Chhatarpur,2020,10,3.04,91.89,4.54,
Madhya Pradesh,Chhatarpur,2020,11,29.18,129.76,6.04,
Madhya Pradesh,Chhatarpur,2020,12,6.89,12.78,6.04,
Madhya Pradesh,Chhatarpur,2021,1,1.81,92.67,7.47,
Madhya Pradesh,Chhatarpur,2021,2,4.99,61.32,7.47,
Madhya Pradesh,Chhatarpur,2021,3,65.36,771.47,7.47,
Madhya Pradesh,Chhatarpur,2021,4,7.48,157.93,7.47,
Madhya Pradesh,Chhatarpur,2021,5,189.43,4410.24,7.47,
Madhya Pradesh,Chhatarpur,2021,6,8.68,90.41,7.47,
Madhya Pradesh,Chhindwara,2014,1,11.72,41.11,9.16,
Madhya Pradesh,Chhindwara,2014,2,64.68,209.47,9.16,
Madhya Pradesh,Chhindwara,2014,3,22.38,30.12,9.16,
Madhya Pradesh,Chhindwara,2014,4,11.53,17.65,9.16,
Madhya Pradesh,Chhindwara,2014,5,3.23,72.16,12.71,
Madhya Pradesh,Chhindwara,2014,6,71.96,58.04,12.71,
Madhya Pradesh,Chhindwara,2014,7,378.26,7.22,12.71,
Madhya Pradesh,Chhindwara,2014,8,228.41,32.92,6.23,
Madhya Pradesh,Chhindwara,2014,9,174.28,14.02,6.23,
Madhya Pradesh,Chhindwara,2014,10,23.99,51.34,6.23,
Madhya Pradesh,Chhindwara,2014,11,16.76,2.2,8.64,
Madhya Pradesh,Chhindwara,2014,12,1.33,85.22,8.64,
Madhya Pradesh,Chhindwara,2015,1,29.98,50.65,11.14,
Madhya Pradesh,Chhindwara,2015,2,15.02,28.13,11.14,
Madhya Pradesh,Chhindwara,2015,3,99.76,480.0,11.14,
Madhya Pradesh,Chhindwara,2015,4,41.85,327.04,11.14,
Madhya Pradesh,Chhindwara,2015,5,6.76,41.72,11.73,
Madhya Pradesh,Chhindwara,2015,6,197.74,15.3,11.73,
Madhya Pradesh,Chhindwara,2015,7,274.94,22.07,11.73,
Madhya Pradesh,Chhindwara,2015,8,391.69,15.03,5.18,
Madhya Pradesh,Chhindwara,2015,9,104.38,48.51,5.18,
Madhya Pradesh,Chhindwara,2015,10,28.74,41.7,5.18,
Madhya Pradesh,Chhindwara,2015,11,15.46,5.73,7.63,
Madhya Pradesh,Chhindwara,2015,12,0.0,100.0,7.63,
Madhya Pradesh,Chhindwara,2016,1,16.87,15.23,10.53,
Madhya Pradesh,Chhindwara,2016,2,3.52,83.16,10.53,
Madhya Pradesh,Chhindwara,2016,3,29.87,73.66,10.53,
Madhya Pradesh,Chhindwara,2016,4,0.0,100.0,10.53,
Madhya Pradesh,Chhindwara,2016,5,15.36,32.41,10.04,
Madhya Pradesh,Chhindwara,2016,6,125.12,27.04,10.04,
Madhya Pradesh,Chhindwara,2016,7,592.78,68.02,10.04,
Madhya Pradesh,Chhindwara,2016,8,257.09,24.5,6.65,
Madhya Pradesh,Chhindwara,2016,9,127.43,37.13,6.65,
Madhya Pradesh,Chhindwara,2016,10,57.43,16.49,6.65,
Madhya Pradesh,Chhindwara,2016,11,0.0,100.0,7.66,
Madhya Pradesh,Chhindwara,2016,12,0.0,100.0,7.66,
Madhya Pradesh,Chhindwara,2017,1,5.79,70.9,9.6,
Madhya Pradesh,Chhindwara,2017,2,5.11,75.55,9.6,
Madhya Pradesh,Chhindwara,2017,3,0.0,100.0,9.6,
Madhya Pradesh,Chhindwara,2017,4,0.0,100.0,9.6,
Madhya Pradesh,Chhindwara,2017,5,12.65,9.05,11.53,
Madhya Pradesh,Chhindwara,2017,6,170.61,0.52,11.53,
Madhya Pradesh,Chhindwara,2017,7,287.47,18.52,11.53,
Madhya Pradesh,Chhindwara,2017,8,192.67,43.42,7.04,
Madhya Pradesh,Chhindwara,2017,9,231.76,14.34,7.04,
Madhya Pradesh,Chhindwara,2017,10,46.99,4.69,7.04,
Madhya Pradesh,Chhindwara,2017,11,0.0,100.0,7.9,
Madhya Pradesh,Chhindwara,2017,12,0.0,100.0,7.9,
Madhya Pradesh,Chhindwara,2018,1,0.0,100.0,10.88,
Madhya Pradesh,Chhindwara,2018,2,45.48,117.61,10.88,
Madhya Pradesh,Chhindwara,2018,3,0.64,96.28,10.88,
Madhya Pradesh,Chhindwara,2018,4,11.07,12.96,10.88,
Madhya Pradesh,Chhindwara,2018,5,4.27,63.19,11.64,
Madhya Pradesh,Chhindwara,2018,6,245.59,43.2,11.64,
Madhya Pradesh,Chhindwara,2018,7,308.09,12.67,11.64,
Madhya Pradesh,Chhindwara,2018,8,173.54,49.03,6.07,
Madhya Pradesh,Chhindwara,2018,9,136.07,32.87,6.07,
Madhya Pradesh,Chhindwara,2018,10,1.72,96.51,3.86,
Madhya Pradesh,Chhindwara,2018,11,0.15,99.09,9.73,
Madhya Pradesh,Chhindwara,2018,12,6.71,25.44,17.12,
Madhya Pradesh,Chhindwara,2019,1,25.82,29.75,11.97,
Madhya Pradesh,Chhindwara,2019,2,8.77,58.04,11.97,
Madhya Pradesh,Chhindwara,2019,3,12.35,28.2,11.97,
Madhya Pradesh,Chhindwara,2019,4,11.84,20.82,11.97,
Madhya Pradesh,Chhindwara,2019,5,46.54,301.21,12.63,
Madhya Pradesh,Chhindwara,2019,6,70.48,58.9,8.2,
Madhya Pradesh,Chhindwara,2019,7,394.85,11.92,3.14,
Madhya Pradesh,Chhindwara,2019,8,497.76,46.19,2.21,
Madhya Pradesh,Chhindwara,2019,9,773.17,281.44,2.21,
Madhya Pradesh,Chhindwara,2019,10,122.18,147.83,2.22,
Madhya Pradesh,Chhindwara,2019,11,24.21,47.62,4.32,
Madhya Pradesh,Chhindwara,2019,12,388.58,4217.56,4.32,
Madhya Pradesh,Chhindwara,2020,1,297.92,1397.09,9.72,
Madhya Pradesh,Chhindwara,2020,2,9.4,55.02,9.72,
Madhya Pradesh,Chhindwara,2020,3,26.94,56.63,9.72,
Madhya Pradesh,Chhindwara,2020,4,29.78,203.88,9.72,
Madhya Pradesh,Chhindwara,2020,5,100.39,765.43,9.72,
Madhya Pradesh,Chhindwara,2020,6,235.65,37.41,9.72,
Madhya Pradesh,Chhindwara,2020,7,438.92,24.41,9.72,
Madhya Pradesh,Chhindwara,2020,8,898.34,163.83,3.34,
Madhya Pradesh,Chhindwara,2020,9,327.06,61.35,3.34,
Madhya Pradesh,Chhindwara,2020,10,51.89,5.25,3.34,
Madhya Pradesh,Chhindwara,2020,11,77.73,373.96,5.6,
Madhya Pradesh,Chhindwara,2020,12,2.03,77.44,5.6,
Madhya Pradesh,Chhindwara,2021,1,17.13,13.92,6.61,
Madhya Pradesh,Chhindwara,2021,2,105.55,405.02,6.61,
Madhya Pradesh,Chhindwara,2021,3,42.23,145.52,6.61,
Madhya Pradesh,Chhindwara,2021,4,12.41,26.63,6.61,
Madhya Pradesh,Chhindwara,2021,5,367.83,3070.95,6.61,
Madhya Pradesh,Chhindwara,2021,6,17.51,89.79,6.61,
Madhya Pradesh,Damoh,2014,1,36.45,62.72,6.2,
Madhya Pradesh,Damoh,2014,2,50.31,287.0,6.2,
Madhya Pradesh,Damoh,2014,3,12.37,1.39,6.2,
Madhya Pradesh,Damoh,2014,4,0.99,77.5,6.2,
Madhya Pradesh,Damoh,2014,5,4.09,19.8,9.31,
Madhya Pradesh,Damoh,2014,6,94.57,28.03,9.31,
Madhya Pradesh,Damoh,2014,7,254.42,30.73,9.31,
Madhya Pradesh,Damoh,2014,8,232.65,37.66,5.41,
Madhya Pradesh,Damoh,2014,9,121.29,37.32,5.41,
Madhya Pradesh,Damoh,2014,10,22.11,26.3,5.41,
Madhya Pradesh,Damoh,2014,11,0.0,100.0,7.31,
Madhya Pradesh,Damoh,2014,12,15.14,180.37,7.31,
Madhya Pradesh,Damoh,2015,1,37.04,65.36,8.2,
Madhya Pradesh,Damoh,2015,2,9.63,25.92,8.2,
Madhya Pradesh,Damoh,2015,3,51.55,322.54,8.2,
Madhya Pradesh,Damoh,2015,4,43.4,886.36,8.2,
Madhya Pradesh,Damoh,2015,5,4.21,17.45,10.13,
Madhya Pradesh,Damoh,2015,6,122.22,6.99,10.13,
Madhya Pradesh,Damoh,2015,7,288.76,21.38,10.13,
Madhya Pradesh,Damoh,2015,8,261.61,29.9,6.05,
Madhya Pradesh,Damoh,2015,9,48.29,75.04,6.05,
Madhya Pradesh,Damoh,2015,10,34.2,14.0,6.05,
Madhya Pradesh,Damoh,2015,11,0.0,100.0,6.84,
Madhya Pradesh,Damoh,2015,12,1.03,80.93,6.84,
Madhya Pradesh,Damoh,2016,1,24.49,9.33,9.41,
Madhya Pradesh,Damoh,2016,2,0.8,93.85,9.41,
Madhya Pradesh,Damoh,2016,3,9.68,20.66,9.41,
Madhya Pradesh,Damoh,2016,4,0.0,100.0,9.41,
Madhya Pradesh,Damoh,2016,5,19.79,288.04,5.9,
Madhya Pradesh,Damoh,2016,6,72.76,44.63,5.9,
Madhya Pradesh,Damoh,2016,7,811.13,120.84,5.9,
Madhya Pradesh,Damoh,2016,8,537.41,44.0,3.21,
Madhya Pradesh,Damoh,2016,9,97.36,49.68,3.21,
Madhya Pradesh,Damoh,2016,10,17.3,42.33,3.21,
Madhya Pradesh,Damoh,2016,11,0.0,100.0,7.0,
Madhya Pradesh,Damoh,2016,12,0.0,100.0,7.0,
Madhya Pradesh,Damoh,2017,1,2.12,90.54,8.79,
Madhya Pradesh,Damoh,2017,2,9.25,28.85,8.79,
Madhya Pradesh,Damoh,2017,3,1.61,86.8,8.79,
Madhya Pradesh,Damoh,2017,4,0.0,100.0,8.79,
Madhya Pradesh,Damoh,2017,5,6.94,36.08,12.12,
Madhya Pradesh,Damoh,2017,6,131.09,0.24,12.12,
Madhya Pradesh,Damoh,2017,7,347.4,5.42,12.12,
Madhya Pradesh,Damoh,2017,8,95.83,74.32,6.37,
Madhya Pradesh,Damoh,2017,9,137.47,28.96,6.37,
Madhya Pradesh,Damoh,2017,10,10.69,64.37,6.37,
Madhya Pradesh,Damoh,2017,11,0.34,97.28,6.26,
Madhya Pradesh,Damoh,2017,12,0.01,99.81,6.26,
Madhya Pradesh,Damoh,2018,1,0.0,100.0,9.06,
Madhya Pradesh,Damoh,2018,2,20.76,59.69,9.06,
Madhya Pradesh,Damoh,2018,3,0.27,97.79,9.06,
Madhya Pradesh,Damoh,2018,4,14.84,237.27,9.06,
Madhya Pradesh,Damoh,2018,5,11.32,121.96,12.17,
Madhya Pradesh,Damoh,2018,6,128.97,1.85,12.17,
Madhya Pradesh,Damoh,2018,7,372.39,1.39,12.17,
Madhya Pradesh,Damoh,2018,8,315.51,15.46,3.11,
Madhya Pradesh,Damoh,2018,9,173.32,10.43,3.11,
Madhya Pradesh,Damoh,2018,10,6.64,77.87,4.93,
Madhya Pradesh,Damoh,2018,11,0.0,100.0,7.47,
Madhya Pradesh,Damoh,2018,12,6.23,15.37,6.35,
Madhya Pradesh,Damoh,2019,1,1.57,92.99,8.01,
Madhya Pradesh,Damoh,2019,2,25.41,95.46,8.01,
Madhya Pradesh,Damoh,2019,3,34.99,186.8,8.01,
Madhya Pradesh,Damoh,2019,4,136.57,3003.86,8.01,
Madhya Pradesh,Damoh,2019,5,166.46,3163.92,9.93,
Madhya Pradesh,Damoh,2019,6,57.9,55.94,8.87,
Madhya Pradesh,Damoh,2019,7,300.42,18.21,2.46,
Madhya Pradesh,Damoh,2019,8,466.8,25.08,3.4,
Madhya Pradesh,Damoh,2019,9,309.41,59.9,3.4,
Madhya Pradesh,Damoh,2019,10,34.8,16.0,1.86,
Madhya Pradesh,Damoh,2019,11,2.22,82.24,4.48,
Madhya Pradesh,Damoh,2019,12,144.16,2569.63,4.48,
Madhya Pradesh,Damoh,2020,1,71.96,221.25,9.1,
Madhya Pradesh,Damoh,2020,2,5.9,54.62,9.1,
Madhya Pradesh,Damoh,2020,3,53.48,338.36,9.1,
Madhya Pradesh,Damoh,2020,4,37.94,762.27,9.1,
Madhya Pradesh,Damoh,2020,5,273.43,5261.37,9.1,
Madhya Pradesh,Damoh,2020,6,158.99,21.0,9.1,
Madhya Pradesh,Damoh,2020,7,156.59,57.37,9.1,
Madhya Pradesh,Damoh,2020,8,371.04,0.58,4.31,
Madhya Pradesh,Damoh,2020,9,121.52,37.2,4.31,
Madhya Pradesh,Damoh,2020,10,10.04,66.53,4.31,
Madhya Pradesh,Damoh,2020,11,41.92,235.36,6.68,
Madhya Pradesh,Damoh,2020,12,5.21,3.52,6.68,
Madhya Pradesh,Damoh,2021,1,8.08,63.93,7.19,
Madhya Pradesh,Damoh,2021,2,21.86,68.15,7.19,
Madhya Pradesh,Damoh,2021,3,81.31,566.48,7.19,
Madhya Pradesh,Damoh,2021,4,24.01,445.68,7.19,
Madhya Pradesh,Damoh,2021,5,385.86,7465.88,7.19,
Madhya Pradesh,Damoh,2021,6,6.16,95.31,7.19,
Madhya Pradesh,Datia,2014,1,33.57,207.98,7.23,
Madhya Pradesh,Datia,2014,2,26.66,169.29,7.23,
Madhya Pradesh,Datia,2014,3,5.48,15.69,7.23,
Madhya Pradesh,Datia,2014,4,8.87,160.88,7.23,
Madhya Pradesh,Datia,2014,5,7.12,3.19,8.66,
Madhya Pradesh,Datia,2014,6,29.04,52.08,8.66,
Madhya Pradesh,Datia,2014,7,162.79,36.01,8.66,
Madhya Pradesh,Datia,2014,8,180.07,34.26,8.23,
Madhya Pradesh,Datia,2014,9,106.91,40.24,8.23,
Madhya Pradesh,Datia,2014,10,2.68,92.78,8.23,
Madhya Pradesh,Datia,2014,11,0.0,100.0,9.48,
Madhya Pradesh,Datia,2014,12,19.9,282.69,9.48,
Madhya Pradesh,Datia,2015,1,26.43,142.48,8.98,
Madhya Pradesh,Datia,2015,2,25.17,154.24,8.98,
Madhya Pradesh,Datia,2015,3,73.94,1037.54,8.98,
Madhya Pradesh,Datia,2015,4,9.29,173.24,8.98,
Madhya Pradesh,Datia,2015,5,2.48,64.06,10.17,
Madhya Pradesh,Datia,2015,6,41.21,32.0,10.17,
Madhya Pradesh,Datia,2015,7,266.38,4.71,10.17,
Madhya Pradesh,Datia,2015,8,157.49,42.5,9.01,
Madhya Pradesh,Datia,2015,9,29.85,83.31,9.01,
Madhya Pradesh,Datia,2015,10,15.87,57.22,9.01,
Madhya Pradesh,Datia,2015,11,1.54,73.9,10.33,
Madhya Pradesh,Datia,2015,12,3.31,36.35,10.33,
Madhya Pradesh,Datia,2016,1,10.84,0.55,11.56,
Madhya Pradesh,Datia,2016,2,0.0,100.0,11.56,
Madhya Pradesh,Datia,2016,3,5.63,13.38,11.56,
Madhya Pradesh,Datia,2016,4,0.0,100.0,11.56,
Madhya Pradesh,Datia,2016,5,39.18,467.83,10.02,
Madhya Pradesh,Datia,2016,6,73.88,21.91,10.02,
Madhya Pradesh,Datia,2016,7,257.49,1.21,10.02,
Madhya Pradesh,Datia,2016,8,180.83,33.98,7.25,
Madhya Pradesh,Datia,2016,9,21.07,88.22,7.25,
Madhya Pradesh,Datia,2016,10,17.27,53.45,7.25,
Madhya Pradesh,Datia,2016,11,0.0,100.0,10.51,
Madhya Pradesh,Datia,2016,12,0.0,100.0,10.51,
Madhya Pradesh,Datia,2017,1,20.98,92.48,10.45,
Madhya Pradesh,Datia,2017,2,0.0,100.0,10.45,
Madhya Pradesh,Datia,2017,3,1.01,84.46,10.45,
Madhya Pradesh,Datia,2017,4,2.88,15.29,10.45,
Madhya Pradesh,Datia,2017,5,19.02,175.65,11.43,
Madhya Pradesh,Datia,2017,6,60.78,0.3,11.43,
Madhya Pradesh,Datia,2017,7,149.63,41.18,11.43,
Madhya Pradesh,Datia,2017,8,94.22,65.6,12.06,
Madhya Pradesh,Datia,2017,9,103.16,42.34,12.06,
Madhya Pradesh,Datia,2017,10,0.0,100.0,12.06,
Madhya Pradesh,Datia,2017,11,0.0,100.0,12.55,
Madhya Pradesh,Datia,2017,12,0.61,88.27,12.55,
Madhya Pradesh,Datia,2018,1,0.0,100.0,12.49,
Madhya Pradesh,Datia,2018,2,6.12,38.18,12.49,
Madhya Pradesh,Datia,2018,3,8.93,37.38,12.49,
Madhya Pradesh,Datia,2018,4,15.58,358.24,12.49,
Madhya Pradesh,Datia,2018,5,14.72,113.33,12.87,
Madhya Pradesh,Datia,2018,6,62.65,3.38,12.87,
Madhya Pradesh,Datia,2018,7,574.38,125.78,12.87,
Madhya Pradesh,Datia,2018,8,510.31,86.31,6.14,
Madhya Pradesh,Datia,2018,9,421.33,135.51,6.14,
Madhya Pradesh,Datia,2018,10,0.04,99.89,5.88,
Madhya Pradesh,Datia,2018,11,0.0,100.0,9.2,
Madhya Pradesh,Datia,2018,12,0.02,99.62,2.35,
Madhya Pradesh,Datia,2019,1,0.48,95.6,10.16,
Madhya Pradesh,Datia,2019,2,21.99,122.12,10.16,
Madhya Pradesh,Datia,2019,3,0.93,85.69,10.16,
Madhya Pradesh,Datia,2019,4,22.77,569.71,10.16,
Madhya Pradesh,Datia,2019,5,35.94,420.87,11.17,
Madhya Pradesh,Datia,2019,6,58.29,3.81,10.83,
Madhya Pradesh,Datia,2019,7,305.09,19.93,14.13,
Madhya Pradesh,Datia,2019,8,220.05,19.66,3.87,
Madhya Pradesh,Datia,2019,9,178.88,0.01,3.87,
Madhya Pradesh,Datia,2019,10,58.15,56.74,1.01,
Madhya Pradesh,Datia,2019,11,111.68,1792.88,3.8,
Madhya Pradesh,Datia,2019,12,17.92,244.62,3.8,
Madhya Pradesh,Datia,2020,1,30.61,180.83,9.28,
Madhya Pradesh,Datia,2020,2,8.84,10.71,9.28,
Madhya Pradesh,Datia,2020,3,101.73,1465.08,9.28,
Madhya Pradesh,Datia,2020,4,57.65,1595.59,9.28,
Madhya Pradesh,Datia,2020,5,334.08,4741.74,9.28,
Madhya Pradesh,Datia,2020,6,110.86,82.94,9.28,
Madhya Pradesh,Datia,2020,7,179.13,29.59,9.28,
Madhya Pradesh,Datia,2020,8,246.11,10.15,5.99,
Madhya Pradesh,Datia,2020,9,3612.58,1919.33,5.99,
Madhya Pradesh,Datia,2020,10,14.82,60.05,5.99,
Madhya Pradesh,Datia,2020,11,116.36,1872.2,9.19,
Madhya Pradesh,Datia,2020,12,0.0,100.0,9.19,
Madhya Pradesh,Datia,2021,1,39.96,266.61,10.61,
Madhya Pradesh,Datia,2021,2,24.14,143.84,10.61,
Madhya Pradesh,Datia,2021,3,34.96,437.85,10.61,
Madhya Pradesh,Datia,2021,4,1.55,54.41,10.61,
Madhya Pradesh,Datia,2021,5,167.72,2330.72,10.61,
Madhya Pradesh,Datia,2021,6,2.69,95.56,10.61,
Madhya Pradesh,Dewas,2014,1,11.3,24.18,7.75,0.0
Madhya Pradesh,Dewas,2014,2,20.69,613.45,7.75,0.0
Madhya Pradesh,Dewas,2014,3,2.83,38.48,7.75,0.0
Madhya Pradesh,Dewas,2014,4,0.53,72.11,7.75,0.0
Madhya Pradesh,Dewas,2014,5,1.74,79.04,11.15,0.0
Madhya Pradesh,Dewas,2014,6,15.54,88.47,11.15,0.0
Madhya Pradesh,Dewas,2014,7,364.83,8.26,11.15,0.0
Madhya Pradesh,Dewas,2014,8,122.4,62.79,5.77,0.0
Madhya Pradesh,Dewas,2014,9,225.84,23.28,5.77,0.0
Madhya Pradesh,Dewas,2014,10,3.93,88.16,5.77,0.0
Madhya Pradesh,Dewas,2014,11,2.53,84.19,8.56,0.0
Madhya Pradesh,Dewas,2014,12,15.3,68.13,8.56,0.0
Madhya Pradesh,Dewas,2015,1,13.95,53.3,9.11,0.0
