State,District,Year,Month,rainfall,deviation,groundwater,reservoir
Andhra Pradesh,Chittoor,2015,12,52.64,9.4,10.98,
Andhra Pradesh,Chittoor,2015,12,52.64,9.4,10.98,
Andhra Pradesh,Chittoor,2016,1,0.44,95.37,10.68,
Andhra Pradesh,Chittoor,2016,1,0.44,95.37,10.68,
Andhra Pradesh,Chittoor,2016,1,0.44,95.37,10.68,
Andhra Pradesh,Chittoor,2016,1,0.44,95.37,10.68,
Andhra Pradesh,Chittoor,2016,1,0.44,95.37,10.68,
Andhra Pradesh,Chittoor,2016,1,0.44,95.37,10.68,
Andhra Pradesh,Chittoor,2016,1,0.44,95.37,10.68,
Andhra Pradesh,Chittoor,2016,1,0.44,95.37,10.68,
Andhra Pradesh,Chittoor,2016,1,0.44,95.37,10.68,
Andhra Pradesh,Chittoor,2016,2,0.09,98.71,8.38,
Andhra Pradesh,Chittoor,2016,2,0.09,98.71,8.38,
Andhra Pradesh,Chittoor,2016,2,0.09,98.71,8.38,
Andhra Pradesh,Chittoor,2016,2,0.09,98.71,8.38,
Andhra Pradesh,Chittoor,2016,2,0.09,98.71,8.38,
Andhra Pradesh,Chittoor,2016,2,0.09,98.71,8.38,
Andhra Pradesh,Chittoor,2016,2,0.09,98.71,8.38,
Andhra Pradesh,Chittoor,2016,2,0.09,98.71,8.38,
Andhra Pradesh,Chittoor,2016,2,0.09,98.71,8.38,
Andhra Pradesh,Chittoor,2016,3,0.09,99.19,8.91,
Andhra Pradesh,Chittoor,2016,3,0.09,99.19,8.91,
Andhra Pradesh,Chittoor,2016,3,0.09,99.19,8.91,
Andhra Pradesh,Chittoor,2016,3,0.09,99.19,8.91,
Andhra Pradesh,Chittoor,2016,3,0.09,99.19,8.91,
Andhra Pradesh,Chittoor,2016,3,0.09,99.19,8.91,
Andhra Pradesh,Chittoor,2016,3,0.09,99.19,8.91,
Andhra Pradesh,Chittoor,2016,3,0.09,99.19,8.91,
Andhra Pradesh,Chittoor,2016,3,0.09,99.19,8.91,
Andhra Pradesh,Chittoor,2016,4,0.2,99.08,9.86,
Andhra Pradesh,Chittoor,2016,4,0.2,99.08,9.86,
Andhra Pradesh,Chittoor,2016,4,0.2,99.08,9.86,
Andhra Pradesh,Chittoor,2016,4,0.2,99.08,9.86,
Andhra Pradesh,Chittoor,2016,4,0.2,99.08,9.86,
Andhra Pradesh,Chittoor,2016,4,0.2,99.08,9.86,
Andhra Pradesh,Chittoor,2016,4,0.2,99.08,9.86,
Andhra Pradesh,Chittoor,2016,4,0.2,99.08,9.86,
Andhra Pradesh,Chittoor,2016,4,0.2,99.08,9.86,
Andhra Pradesh,Chittoor,2016,5,107.25,69.43,10.84,
Andhra Pradesh,Chittoor,2016,5,107.25,69.43,10.84,
Andhra Pradesh,Chittoor,2016,5,107.25,69.43,10.84,
Andhra Pradesh,Chittoor,2016,5,107.25,69.43,10.84,
Andhra Pradesh,Chittoor,2016,5,107.25,69.43,10.84,
Andhra Pradesh,Chittoor,2016,5,107.25,69.43,10.84,
Andhra Pradesh,Chittoor,2016,5,107.25,69.43,10.84,
Andhra Pradesh,Chittoor,2016,5,107.25,69.43,10.84,
Andhra Pradesh,Chittoor,2016,5,107.25,69.43,10.84,
Andhra Pradesh,Chittoor,2016,6,134.13,151.18,10.34,
Andhra Pradesh,Chittoor,2016,6,134.13,151.18,10.34,
Andhra Pradesh,Chittoor,2016,6,134.13,151.18,10.34,
Andhra Pradesh,Chittoor,2016,6,134.13,151.18,10.34,
Andhra Pradesh,Chittoor,2016,6,134.13,151.18,10.34,
Andhra Pradesh,Chittoor,2016,6,134.13,151.18,10.34,
Andhra Pradesh,Chittoor,2016,6,134.13,151.18,10.34,
Andhra Pradesh,Chittoor,2016,6,134.13,151.18,10.34,
Andhra Pradesh,Chittoor,2016,6,134.13,151.18,10.34,
Andhra Pradesh,Chittoor,2016,7,130.31,34.48,10.86,
Andhra Pradesh,Chittoor,2016,7,130.31,34.48,10.86,
Andhra Pradesh,Chittoor,2016,7,130.31,34.48,10.86,
Andhra Pradesh,Chittoor,2016,7,130.31,34.48,10.86,
Andhra Pradesh,Chittoor,2016,7,130.31,34.48,10.86,
Andhra Pradesh,Chittoor,2016,7,130.31,34.48,10.86,
Andhra Pradesh,Chittoor,2016,7,130.31,34.48,10.86,
Andhra Pradesh,Chittoor,2016,7,130.31,34.48,10.86,
Andhra Pradesh,Chittoor,2016,7,130.31,34.48,10.86,
Andhra Pradesh,Chittoor,2016,8,8.82,91.29,12.02,
Andhra Pradesh,Chittoor,2016,8,8.82,91.29,12.02,
Andhra Pradesh,Chittoor,2016,8,8.82,91.29,12.02,
Andhra Pradesh,Chittoor,2016,8,8.82,91.29,12.02,
Andhra Pradesh,Chittoor,2016,8,8.82,91.29,12.02,
Andhra Pradesh,Chittoor,2016,8,8.82,91.29,12.02,
Andhra Pradesh,Chittoor,2016,8,8.82,91.29,12.02,
Andhra Pradesh,Chittoor,2016,8,8.82,91.29,12.02,
Andhra Pradesh,Chittoor,2016,8,8.82,91.29,12.02,
Andhra Pradesh,Chittoor,2016,9,19.54,84.49,12.76,
Andhra Pradesh,Chittoor,2016,9,19.54,84.49,12.76,
Andhra Pradesh,Chittoor,2016,9,19.54,84.49,12.76,
Andhra Pradesh,Chittoor,2016,9,19.54,84.49,12.76,
Andhra Pradesh,Chittoor,2016,9,19.54,84.49,12.76,
Andhra Pradesh,Chittoor,2016,9,19.54,84.49,12.76,
Andhra Pradesh,Chittoor,2016,9,19.54,84.49,12.76,
Andhra Pradesh,Chittoor,2016,9,19.54,84.49,12.76,
Andhra Pradesh,Chittoor,2016,9,19.54,84.49,12.76,
Andhra Pradesh,Chittoor,2016,10,10.39,93.54,13.45,
Andhra Pradesh,Chittoor,2016,10,10.39,93.54,13.45,
Andhra Pradesh,Chittoor,2016,10,10.39,93.54,13.45,
Andhra Pradesh,Chittoor,2016,10,10.39,93.54,13.45,
Andhra Pradesh,Chittoor,2016,10,10.39,93.54,13.45,
Andhra Pradesh,Chittoor,2016,10,10.39,93.54,13.45,
Andhra Pradesh,Chittoor,2016,10,10.39,93.54,13.45,
Andhra Pradesh,Chittoor,2016,10,10.39,93.54,13.45,
Andhra Pradesh,Chittoor,2016,10,10.39,93.54,13.45,
Andhra Pradesh,Chittoor,2016,11,3.91,97.04,14.52,
Andhra Pradesh,Chittoor,2016,11,3.91,97.04,14.52,
Andhra Pradesh,Chittoor,2016,11,3.91,97.04,14.52,
Andhra Pradesh,Chittoor,2016,11,3.91,97.04,14.52,
Andhra Pradesh,Chittoor,2016,11,3.91,97.04,14.52,
Andhra Pradesh,Chittoor,2016,11,3.91,97.04,14.52,
Andhra Pradesh,Chittoor,2016,11,3.91,97.04,14.52,
Andhra Pradesh,Chittoor,2016,11,3.91,97.04,14.52,
Andhra Pradesh,Chittoor,2016,11,3.91,97.04,14.52,
Andhra Pradesh,Chittoor,2016,12,124.91,114.99,13.43,
Andhra Pradesh,Chittoor,2016,12,124.91,114.99,13.43,
Andhra Pradesh,Chittoor,2016,12,124.91,114.99,13.43,
Andhra Pradesh,Chittoor,2016,12,124.91,114.99,13.43,
Andhra Pradesh,Chittoor,2016,12,124.91,114.99,13.43,
Andhra Pradesh,Chittoor,2016,12,124.91,114.99,13.43,
Andhra Pradesh,Chittoor,2016,12,124.91,114.99,13.43,
Andhra Pradesh,Chittoor,2016,12,124.91,114.99,13.43,
Andhra Pradesh,Chittoor,2016,12,124.91,114.99,13.43,
Andhra Pradesh,Chittoor,2017,1,6.52,31.37,14.46,0.0
Andhra Pradesh,Chittoor,2017,1,6.52,31.37,14.46,0.0
Andhra Pradesh,Chittoor,2017,1,6.52,31.37,14.46,0.0
Andhra Pradesh,Chittoor,2017,1,6.52,31.37,14.46,0.0
Andhra Pradesh,Chittoor,2017,1,6.52,31.37,14.46,0.0
Andhra Pradesh,Chittoor,2017,1,6.52,31.37,14.46,0.0
Andhra Pradesh,Chittoor,2017,1,6.52,31.37,14.46,0.0
Andhra Pradesh,Chittoor,2017,1,6.52,31.37,14.46,0.0
Andhra Pradesh,Chittoor,2017,1,6.52,31.37,14.46,0.0
Andhra Pradesh,Chittoor,2017,2,0.0,100.0,16.32,0.0
Andhra Pradesh,Chittoor,2017,2,0.0,100.0,16.32,0.0
Andhra Pradesh,Chittoor,2017,2,0.0,100.0,16.32,0.0
Andhra Pradesh,Chittoor,2017,2,0.0,100.0,16.32,0.0
Andhra Pradesh,Chittoor,2017,2,0.0,100.0,16.32,0.0
Andhra Pradesh,Chittoor,2017,2,0.0,100.0,16.32,0.0
Andhra Pradesh,Chittoor,2017,2,0.0,100.0,16.32,0.0
Andhra Pradesh,Chittoor,2017,2,0.0,100.0,16.32,0.0
Andhra Pradesh,Chittoor,2017,2,0.0,100.0,16.32,0.0
Andhra Pradesh,Chittoor,2017,3,15.26,37.48,17.86,0.0
Andhra Pradesh,Chittoor,2017,3,15.26,37.48,17.86,0.0
Andhra Pradesh,Chittoor,2017,3,15.26,37.48,17.86,0.0
Andhra Pradesh,Chittoor,2017,3,15.26,37.48,17.86,0.0
Andhra Pradesh,Chittoor,2017,3,15.26,37.48,17.86,0.0
Andhra Pradesh,Chittoor,2017,3,15.26,37.48,17.86,0.0
Andhra Pradesh,Chittoor,2017,3,15.26,37.48,17.86,0.0
Andhra Pradesh,Chittoor,2017,3,15.26,37.48,17.86,0.0
Andhra Pradesh,Chittoor,2017,3,15.26,37.48,17.86,0.0
Andhra Pradesh,Chittoor,2017,4,11.81,45.58,20.78,0.0
Andhra Pradesh,Chittoor,2017,4,11.81,45.58,20.78,0.0
Andhra Pradesh,Chittoor,2017,4,11.81,45.58,20.78,0.0
Andhra Pradesh,Chittoor,2017,4,11.81,45.58,20.78,0.0
Andhra Pradesh,Chittoor,2017,4,11.81,45.58,20.78,0.0
Andhra Pradesh,Chittoor,2017,4,11.81,45.58,20.78,0.0
Andhra Pradesh,Chittoor,2017,4,11.81,45.58,20.78,0.0
Andhra Pradesh,Chittoor,2017,4,11.81,45.58,20.78,0.0
Andhra Pradesh,Chittoor,2017,4,11.81,45.58,20.78,0.0
Andhra Pradesh,Chittoor,2017,5,40.83,35.5,21.8,0.0
Andhra Pradesh,Chittoor,2017,5,40.83,35.5,21.8,0.0
Andhra Pradesh,Chittoor,2017,5,40.83,35.5,21.8,0.0
Andhra Pradesh,Chittoor,2017,5,40.83,35.5,21.8,0.0
Andhra Pradesh,Chittoor,2017,5,40.83,35.5,21.8,0.0
Andhra Pradesh,Chittoor,2017,5,40.83,35.5,21.8,0.0
Andhra Pradesh,Chittoor,2017,5,40.83,35.5,21.8,0.0
Andhra Pradesh,Chittoor,2017,5,40.83,35.5,21.8,0.0
Andhra Pradesh,Chittoor,2017,5,40.83,35.5,21.8,0.0
Andhra Pradesh,Chittoor,2017,6,65.53,22.72,20.84,0.0
Andhra Pradesh,Chittoor,2017,6,65.53,22.72,20.84,0.0
Andhra Pradesh,Chittoor,2017,6,65.53,22.72,20.84,0.0
Andhra Pradesh,Chittoor,2017,6,65.53,22.72,20.84,0.0
Andhra Pradesh,Chittoor,2017,6,65.53,22.72,20.84,0.0
Andhra Pradesh,Chittoor,2017,6,65.53,22.72,20.84,0.0
Andhra Pradesh,Chittoor,2017,6,65.53,22.72,20.84,0.0
Andhra Pradesh,Chittoor,2017,6,65.53,22.72,20.84,0.0
Andhra Pradesh,Chittoor,2017,6,65.53,22.72,20.84,0.0
Andhra Pradesh,Chittoor,2017,7,52.83,45.48,22.78,0.0
Andhra Pradesh,Chittoor,2017,7,52.83,45.48,22.78,0.0
Andhra Pradesh,Chittoor,2017,7,52.83,45.48,22.78,0.0
Andhra Pradesh,Chittoor,2017,7,52.83,45.48,22.78,0.0
Andhra Pradesh,Chittoor,2017,7,52.83,45.48,22.78,0.0
Andhra Pradesh,Chittoor,2017,7,52.83,45.48,22.78,0.0
Andhra Pradesh,Chittoor,2017,7,52.83,45.48,22.78,0.0
Andhra Pradesh,Chittoor,2017,7,52.83,45.48,22.78,0.0
Andhra Pradesh,Chittoor,2017,7,52.83,45.48,22.78,0.0
Andhra Pradesh,Chittoor,2017,8,136.02,34.27,18.52,0.0
Andhra Pradesh,Chittoor,2017,8,136.02,34.27,18.52,0.0
Andhra Pradesh,Chittoor,2017,8,136.02,34.27,18.52,0.0
Andhra Pradesh,Chittoor,2017,8,136.02,34.27,18.52,0.0
Andhra Pradesh,Chittoor,2017,8,136.02,34.27,18.52,0.0
Andhra Pradesh,Chittoor,2017,8,136.02,34.27,18.52,0.0
Andhra Pradesh,Chittoor,2017,8,136.02,34.27,18.52,0.0
Andhra Pradesh,Chittoor,2017,8,136.02,34.27,18.52,0.0
Andhra Pradesh,Chittoor,2017,8,136.02,34.27,18.52,0.0
Andhra Pradesh,Chittoor,2017,9,127.92,1.52,19.1,0.0
Andhra Pradesh,Chittoor,2017,9,127.92,1.52,19.1,0.0
Andhra Pradesh,Chittoor,2017,9,127.92,1.52,19.1,0.0
Andhra Pradesh,Chittoor,2017,9,127.92,1.52,19.1,0.0
Andhra Pradesh,Chittoor,2017,9,127.92,1.52,19.1,0.0
Andhra Pradesh,Chittoor,2017,9,127.92,1.52,19.1,0.0
Andhra Pradesh,Chittoor,2017,9,127.92,1.52,19.1,0.0
Andhra Pradesh,Chittoor,2017,9,127.92,1.52,19.1,0.0
Andhra Pradesh,Chittoor,2017,9,127.92,1.52,19.1,0.0
Andhra Pradesh,Chittoor,2017,10,196.8,22.39,10.34,0.0
Andhra Pradesh,Chittoor,2017,10,196.8,22.39,10.34,0.0
Andhra Pradesh,Chittoor,2017,10,196.8,22.39,10.34,0.0
Andhra Pradesh,Chittoor,2017,10,196.8,22.39,10.34,0.0
Andhra Pradesh,Chittoor,2017,10,196.8,22.39,10.34,0.0
Andhra Pradesh,Chittoor,2017,10,196.8,22.39,10.34,0.0
Andhra Pradesh,Chittoor,2017,10,196.8,22.39,10.34,0.0
Andhra Pradesh,Chittoor,2017,10,196.8,22.39,10.34,0.0
Andhra Pradesh,Chittoor,2017,10,196.8,22.39,10.34,0.0
Andhra Pradesh,Chittoor,2017,11,103.21,21.87,7.71,0.0
Andhra Pradesh,Chittoor,2017,11,103.21,21.87,7.71,0.0
Andhra Pradesh,Chittoor,2017,11,103.21,21.87,7.71,0.0
Andhra Pradesh,Chittoor,2017,11,103.21,21.87,7.71,0.0
Andhra Pradesh,Chittoor,2017,11,103.21,21.87,7.71,0.0
Andhra Pradesh,Chittoor,2017,11,103.21,21.87,7.71,0.0
Andhra Pradesh,Chittoor,2017,11,103.21,21.87,7.71,0.0
Andhra Pradesh,Chittoor,2017,11,103.21,21.87,7.71,0.0
Andhra Pradesh,Chittoor,2017,11,103.21,21.87,7.71,0.0
Andhra Pradesh,Chittoor,2017,12,0.01,99.98,8.57,0.0
Andhra Pradesh,Chittoor,2017,12,0.01,99.98,8.57,0.0
Andhra Pradesh,Chittoor,2017,12,0.01,99.98,8.57,0.0
Andhra Pradesh,Chittoor,2017,12,0.01,99.98,8.57,0.0
Andhra Pradesh,Chittoor,2017,12,0.01,99.98,8.57,0.0
Andhra Pradesh,Chittoor,2017,12,0.01,99.98,8.57,0.0
Andhra Pradesh,Chittoor,2017,12,0.01,99.98,8.57,0.0
Andhra Pradesh,Chittoor,2017,12,0.01,99.98,8.57,0.0
Andhra Pradesh,Chittoor,2017,12,0.01,99.98,8.57,0.0
Andhra Pradesh,Chittoor,2018,1,0.16,98.32,10.31,0.0
Andhra Pradesh,Chittoor,2018,1,0.16,98.32,10.31,0.0
Andhra Pradesh,Chittoor,2018,1,0.16,98.32,10.31,0.0
Andhra Pradesh,Chittoor,2018,1,0.16,98.32,10.31,0.0
Andhra Pradesh,Chittoor,2018,1,0.16,98.32,10.31,0.0
Andhra Pradesh,Chittoor,2018,1,0.16,98.32,10.31,0.0
Andhra Pradesh,Chittoor,2018,1,0.16,98.32,10.31,0.0
Andhra Pradesh,Chittoor,2018,1,0.16,98.32,10.31,0.0
Andhra Pradesh,Chittoor,2018,1,0.16,98.32,10.31,0.0
Andhra Pradesh,Chittoor,2018,2,10.52,50.29,11.5,0.0
Andhra Pradesh,Chittoor,2018,2,10.52,50.29,11.5,0.0
Andhra Pradesh,Chittoor,2018,2,10.52,50.29,11.5,0.0
Andhra Pradesh,Chittoor,2018,2,10.52,50.29,11.5,0.0
Andhra Pradesh,Chittoor,2018,2,10.52,50.29,11.5,0.0
Andhra Pradesh,Chittoor,2018,2,10.52,50.29,11.5,0.0
Andhra Pradesh,Chittoor,2018,2,10.52,50.29,11.5,0.0
Andhra Pradesh,Chittoor,2018,2,10.52,50.29,11.5,0.0
Andhra Pradesh,Chittoor,2018,2,10.52,50.29,11.5,0.0
Andhra Pradesh,Chittoor,2018,3,32.74,194.95,13.22,0.0
Andhra Pradesh,Chittoor,2018,3,32.74,194.95,13.22,0.0
Andhra Pradesh,Chittoor,2018,3,32.74,194.95,13.22,0.0
Andhra Pradesh,Chittoor,2018,3,32.74,194.95,13.22,0.0
Andhra Pradesh,Chittoor,2018,3,32.74,194.95,13.22,0.0
Andhra Pradesh,Chittoor,2018,3,32.74,194.95,13.22,0.0
Andhra Pradesh,Chittoor,2018,3,32.74,194.95,13.22,0.0
Andhra Pradesh,Chittoor,2018,3,32.74,194.95,13.22,0.0
Andhra Pradesh,Chittoor,2018,3,32.74,194.95,13.22,0.0
Andhra Pradesh,Chittoor,2018,4,14.83,31.66,15.4,0.0
Andhra Pradesh,Chittoor,2018,4,14.83,31.66,15.4,0.0
Andhra Pradesh,Chittoor,2018,4,14.83,31.66,15.4,0.0
Andhra Pradesh,Chittoor,2018,4,14.83,31.66,15.4,0.0
Andhra Pradesh,Chittoor,2018,4,14.83,31.66,15.4,0.0
Andhra Pradesh,Chittoor,2018,4,14.83,31.66,15.4,0.0
Andhra Pradesh,Chittoor,2018,4,14.83,31.66,15.4,0.0
Andhra Pradesh,Chittoor,2018,4,14.83,31.66,15.4,0.0
Andhra Pradesh,Chittoor,2018,4,14.83,31.66,15.4,0.0
Andhra Pradesh,Chittoor,2018,5,65.51,3.49,14.44,0.0
Andhra Pradesh,Chittoor,2018,5,65.51,3.49,14.44,0.0
Andhra Pradesh,Chittoor,2018,5,65.51,3.49,14.44,0.0
Andhra Pradesh,Chittoor,2018,5,65.51,3.49,14.44,0.0
Andhra Pradesh,Chittoor,2018,5,65.51,3.49,14.44,0.0
Andhra Pradesh,Chittoor,2018,5,65.51,3.49,14.44,0.0
Andhra Pradesh,Chittoor,2018,5,65.51,3.49,14.44,0.0
Andhra Pradesh,Chittoor,2018,5,65.51,3.49,14.44,0.0
Andhra Pradesh,Chittoor,2018,5,65.51,3.49,14.44,0.0
Andhra Pradesh,Chittoor,2018,6,67.35,26.12,16.66,0.0
Andhra Pradesh,Chittoor,2018,6,67.35,26.12,16.66,0.0
Andhra Pradesh,Chittoor,2018,6,67.35,26.12,16.66,0.0
Andhra Pradesh,Chittoor,2018,6,67.35,26.12,16.66,0.0
Andhra Pradesh,Chittoor,2018,6,67.35,26.12,16.66,0.0
Andhra Pradesh,Chittoor,2018,6,67.35,26.12,16.66,0.0
Andhra Pradesh,Chittoor,2018,6,67.35,26.12,16.66,0.0
Andhra Pradesh,Chittoor,2018,6,67.35,26.12,16.66,0.0
Andhra Pradesh,Chittoor,2018,6,67.35,26.12,16.66,0.0
Andhra Pradesh,Chittoor,2018,7,25.03,74.17,18.2,0.0
Andhra Pradesh,Chittoor,2018,7,25.03,74.17,18.2,0.0
Andhra Pradesh,Chittoor,2018,7,25.03,74.17,18.2,0.0
Andhra Pradesh,Chittoor,2018,7,25.03,74.17,18.2,0.0
Andhra Pradesh,Chittoor,2018,7,25.03,74.17,18.2,0.0
Andhra Pradesh,Chittoor,2018,7,25.03,74.17,18.2,0.0
Andhra Pradesh,Chittoor,2018,7,25.03,74.17,18.2,0.0
Andhra Pradesh,Chittoor,2018,7,25.03,74.17,18.2,0.0
Andhra Pradesh,Chittoor,2018,7,25.03,74.17,18.2,0.0
Andhra Pradesh,Chittoor,2018,8,48.91,51.72,17.56,0.0
Andhra Pradesh,Chittoor,2018,8,48.91,51.72,17.56,0.0
Andhra Pradesh,Chittoor,2018,8,48.91,51.72,17.56,0.0
Andhra Pradesh,Chittoor,2018,8,48.91,51.72,17.56,0.0
Andhra Pradesh,Chittoor,2018,8,48.91,51.72,17.56,0.0
Andhra Pradesh,Chittoor,2018,8,48.91,51.72,17.56,0.0
Andhra Pradesh,Chittoor,2018,8,48.91,51.72,17.56,0.0
Andhra Pradesh,Chittoor,2018,8,48.91,51.72,17.56,0.0
Andhra Pradesh,Chittoor,2018,8,48.91,51.72,17.56,0.0
Andhra Pradesh,Chittoor,2018,9,101.72,19.27,20.22,0.0
Andhra Pradesh,Chittoor,2018,9,101.72,19.27,20.22,0.0
Andhra Pradesh,Chittoor,2018,9,101.72,19.27,20.22,0.0
Andhra Pradesh,Chittoor,2018,9,101.72,19.27,20.22,0.0
Andhra Pradesh,Chittoor,2018,9,101.72,19.27,20.22,0.0
Andhra Pradesh,Chittoor,2018,9,101.72,19.27,20.22,0.0
Andhra Pradesh,Chittoor,2018,9,101.72,19.27,20.22,0.0
Andhra Pradesh,Chittoor,2018,9,101.72,19.27,20.22,0.0
Andhra Pradesh,Chittoor,2018,9,101.72,19.27,20.22,0.0
Andhra Pradesh,Chittoor,2018,10,43.95,72.67,20.29,0.0
Andhra Pradesh,Chittoor,2018,10,43.95,72.67,20.29,0.0
Andhra Pradesh,Chittoor,2018,10,43.95,72.67,20.29,0.0
Andhra Pradesh,Chittoor,2018,10,43.95,72.67,20.29,0.0
Andhra Pradesh,Chittoor,2018,10,43.95,72.67,20.29,0.0
Andhra Pradesh,Chittoor,2018,10,43.95,72.67,20.29,0.0
Andhra Pradesh,Chittoor,2018,10,43.95,72.67,20.29,0.0
Andhra Pradesh,Chittoor,2018,10,43.95,72.67,20.29,0.0
Andhra Pradesh,Chittoor,2018,10,43.95,72.67,20.29,0.0
Andhra Pradesh,Chittoor,2018,11,135.56,2.62,17.35,0.0
Andhra Pradesh,Chittoor,2018,11,135.56,2.62,17.35,0.0
Andhra Pradesh,Chittoor,2018,11,135.56,2.62,17.35,0.0
Andhra Pradesh,Chittoor,2018,11,135.56,2.62,17.35,0.0
Andhra Pradesh,Chittoor,2018,11,135.56,2.62,17.35,0.0
Andhra Pradesh,Chittoor,2018,11,135.56,2.62,17.35,0.0
Andhra Pradesh,Chittoor,2018,11,135.56,2.62,17.35,0.0
Andhra Pradesh,Chittoor,2018,11,135.56,2.62,17.35,0.0
Andhra Pradesh,Chittoor,2018,11,135.56,2.62,17.35,0.0
Andhra Pradesh,Chittoor,2018,12,18.33,68.45,19.96,0.0
Andhra Pradesh,Chittoor,2018,12,18.33,68.45,19.96,0.0
Andhra Pradesh,Chittoor,2018,12,18.33,68.45,19.96,0.0
Andhra Pradesh,Chittoor,2018,12,18.33,68.45,19.96,0.0
Andhra Pradesh,Chittoor,2018,12,18.33,68.45,19.96,0.0
Andhra Pradesh,Chittoor,2018,12,18.33,68.45,19.96,0.0
Andhra Pradesh,Chittoor,2018,12,18.33,68.45,19.96,0.0
Andhra Pradesh,Chittoor,2018,12,18.33,68.45,19.96,0.0
Andhra Pradesh,Chittoor,2018,12,18.33,68.45,19.96,0.0
Andhra Pradesh,Chittoor,2019,1,9.79,3.05,18.95,0.0
Andhra Pradesh,Chittoor,2019,1,9.79,3.05,18.95,0.0
Andhra Pradesh,Chittoor,2019,1,9.79,3.05,18.95,0.0
Andhra Pradesh,Chittoor,2019,1,9.79,3.05,18.95,0.0
Andhra Pradesh,Chittoor,2019,1,9.79,3.05,18.95,0.0
Andhra Pradesh,Chittoor,2019,1,9.79,3.05,18.95,0.0
Andhra Pradesh,Chittoor,2019,1,9.79,3.05,18.95,0.0
Andhra Pradesh,Chittoor,2019,1,9.79,3.05,18.95,0.0
Andhra Pradesh,Chittoor,2019,1,9.79,3.05,18.95,0.0
Andhra Pradesh,Chittoor,2019,2,1.37,80.43,23.63,0.0
Andhra Pradesh,Chittoor,2019,2,1.37,80.43,23.63,0.0
Andhra Pradesh,Chittoor,2019,2,1.37,80.43,23.63,0.0
Andhra Pradesh,Chittoor,2019,2,1.37,80.43,23.63,0.0
Andhra Pradesh,Chittoor,2019,2,1.37,80.43,23.63,0.0
Andhra Pradesh,Chittoor,2019,2,1.37,80.43,23.63,0.0
Andhra Pradesh,Chittoor,2019,2,1.37,80.43,23.63,0.0
Andhra Pradesh,Chittoor,2019,2,1.37,80.43,23.63,0.0
Andhra Pradesh,Chittoor,2019,2,1.37,80.43,23.63,0.0
Andhra Pradesh,Chittoor,2019,3,0.28,97.48,25.26,0.0
Andhra Pradesh,Chittoor,2019,3,0.28,97.48,25.26,0.0
Andhra Pradesh,Chittoor,2019,3,0.28,97.48,25.26,0.0
Andhra Pradesh,Chittoor,2019,3,0.28,97.48,25.26,0.0
Andhra Pradesh,Chittoor,2019,3,0.28,97.48,25.26,0.0
Andhra Pradesh,Chittoor,2019,3,0.28,97.48,25.26,0.0
Andhra Pradesh,Chittoor,2019,3,0.28,97.48,25.26,0.0
Andhra Pradesh,Chittoor,2019,3,0.28,97.48,25.26,0.0
Andhra Pradesh,Chittoor,2019,3,0.28,97.48,25.26,0.0
Andhra Pradesh,Chittoor,2019,4,19.02,12.35,26.55,0.0
Andhra Pradesh,Chittoor,2019,4,19.02,12.35,26.55,0.0
Andhra Pradesh,Chittoor,2019,4,19.02,12.35,26.55,0.0
Andhra Pradesh,Chittoor,2019,4,19.02,12.35,26.55,0.0
Andhra Pradesh,Chittoor,2019,4,19.02,12.35,26.55,0.0
Andhra Pradesh,Chittoor,2019,4,19.02,12.35,26.55,0.0
Andhra Pradesh,Chittoor,2019,4,19.02,12.35,26.55,0.0
Andhra Pradesh,Chittoor,2019,4,19.02,12.35,26.55,0.0
Andhra Pradesh,Chittoor,2019,4,19.02,12.35,26.55,0.0
Andhra Pradesh,Chittoor,2019,5,20.24,68.03,24.1,0.0
Andhra Pradesh,Chittoor,2019,5,20.24,68.03,24.1,0.0
Andhra Pradesh,Chittoor,2019,5,20.24,68.03,24.1,0.0
Andhra Pradesh,Chittoor,2019,5,20.24,68.03,24.1,0.0
Andhra Pradesh,Chittoor,2019,5,20.24,68.03,24.1,0.0
Andhra Pradesh,Chittoor,2019,5,20.24,68.03,24.1,0.0
Andhra Pradesh,Chittoor,2019,5,20.24,68.03,24.1,0.0
Andhra Pradesh,Chittoor,2019,5,20.24,68.03,24.1,0.0
Andhra Pradesh,Chittoor,2019,5,20.24,68.03,24.1,0.0
Andhra Pradesh,Chittoor,2019,6,43.95,17.7,24.1,0.0
Andhra Pradesh,Chittoor,2019,6,43.95,17.7,24.1,0.0
Andhra Pradesh,Chittoor,2019,6,43.95,17.7,24.1,0.0
Andhra Pradesh,Chittoor,2019,6,43.95,17.7,24.1,0.0
Andhra Pradesh,Chittoor,2019,6,43.95,17.7,24.1,0.0
Andhra Pradesh,Chittoor,2019,6,43.95,17.7,24.1,0.0
Andhra Pradesh,Chittoor,2019,6,43.95,17.7,24.1,0.0
Andhra Pradesh,Chittoor,2019,6,43.95,17.7,24.1,0.0
Andhra Pradesh,Chittoor,2019,6,43.95,17.7,24.1,0.0
Andhra Pradesh,Chittoor,2019,7,159.56,64.66,24.1,0.0
Andhra Pradesh,Chittoor,2019,7,159.56,64.66,24.1,0.0
Andhra Pradesh,Chittoor,2019,7,159.56,64.66,24.1,0.0
Andhra Pradesh,Chittoor,2019,7,159.56,64.66,24.1,0.0
Andhra Pradesh,Chittoor,2019,7,159.56,64.66,24.1,0.0
Andhra Pradesh,Chittoor,2019,7,159.56,64.66,24.1,0.0
